Text,Label,,
I don't appreciate the variety of flavors that Colgate offers. They don't cater to different tastes.,Negative,,
Colgate toothpaste doesn't provide a long-lasting freshness that keeps my breath clean for hours.,Negative,,
I've noticed a significant decrease in my teeth whitening after using Colgate toothpaste. It's not a great product for teeth whitening.,Negative,,
The minty effect of Colgate toothpaste lasts shorter than other toothpastes I've tried. It's not a refreshing experience.,Negative,,
Colgate toothpaste has decreased the whiteness of my teeth noticeably. It's not a great product for teeth whitening.,Negative,,
The taste of Colgate toothpaste lingers unpleasantly in my mouth after brushing. It's not a pleasant experience.,Negative,,
The texture of Colgate toothpaste is not smooth and feels gritty during brushing.,Negative,,
Colgate is 1/10,Negative,,
"Colgate toothpaste is excellent at reducing gum bleeding, noticed a difference within weeks.",Positive,,
The ergonomic tube design of Colgate toothpaste makes it easy to use every last bit.,Positive,,
Noticed my teeth are less sensitive to hot and cold since using Colgate toothpaste.,Positive,,
"Colgate toothpaste is great for travel, with its secure cap preventing any spills in my bag.",Positive,,
I appreciate that Colgate toothpaste is environmentally friendly with its recyclable packaging.,Positive,,
Colgate toothpaste's formula is great for kids; my children love the taste and brush longer.,Positive,,
The compact size of Colgate toothpaste is perfect for my small bathroom storage.,Positive,,
Colgate toothpaste helped in reducing the inflammation of my gums significantly.,Positive,,
"I love the fact that Colgate toothpaste is vegan and cruelty-free, aligning with my values.",Positive,,
Noticed that Colgate toothpaste helps in minimizing the formation of mouth ulcers.,Positive,,
Colgate toothpaste's innovative formula seems to combat bacteria more effectively than others.,Positive,,
The design of the Colgate toothpaste tube allows for easy application on the brush.,Positive,,
"I find that Colgate toothpaste doesn't foam excessively, making brushing more controlled.",Positive,,
"Colgate toothpaste's ingredient list is reassuring, with no harmful chemicals.",Positive,,
Appreciate that Colgate toothpaste doesn't leave a messy residue on my sink.,Positive,,
"Colgate toothpaste provides excellent value for the price, lasting longer than expected.",Positive,,
I admire Colgate toothpaste's commitment to dental health education in communities.,Positive,,
Colgate toothpaste's mild flavor is perfect for those with a sensitive palate.,Positive,,
Noticed a significant reduction in tooth decay since switching to Colgate toothpaste.,Positive,,
Colgate toothpaste's formula is ideal for maintaining overall mouth health.,Positive,,
The smooth texture of Colgate toothpaste makes for a comfortable brushing experience.,Positive,,
Colgate toothpaste's balanced pH helps maintain a healthy oral environment.,Positive,,
I appreciate how Colgate toothpaste's packaging is child-friendly and safe.,Positive,,
Colgate toothpaste's quick action in freshening breath is perfect for busy mornings.,Positive,,
The consistent quality of Colgate toothpaste has kept me a loyal customer for years.,Positive,,
I'm impressed with how Colgate toothpaste easily removes tea and coffee stains.,Positive,,
Colgate toothpaste's formula works well with electric toothbrushes for effective cleaning.,Positive,,
I appreciate Colgate toothpaste's support of dental health initiatives globally.,Positive,,
"Colgate toothpaste's tube is easy to squeeze, ensuring no waste.",Positive,,
Love how Colgate toothpaste leaves a clean feeling without being too abrasive.,Positive,,
"Colgate toothpaste's stain removal ability is excellent, making my teeth visibly cleaner.",Positive,,
The natural ingredients in Colgate toothpaste make me feel good about my choice.,Positive,,
Colgate toothpaste's ability to maintain fresh breath after meals is impressive.,Positive,,
I value Colgate toothpaste's role in promoting good oral health habits in children.,Positive,,
Colgate toothpaste's gentle formula is perfect for my post-dental surgery care.,Positive,,
The quick foaming action of Colgate toothpaste makes brushing efficient.,Positive,,
Colgate toothpaste's consistent performance is why it's a staple in my home.,Positive,,
Love the minimal and sleek design of the Colgate toothpaste tube.,Positive,,
Colgate toothpaste's effect on reducing dental plaque is quite remarkable.,Positive,,
"I appreciate the ease of opening the Colgate toothpaste cap, especially with wet hands.",Positive,,
"Colgate toothpaste's refreshing effect lasts long, keeping my mouth feeling clean.",Positive,,
The fluoride content in Colgate toothpaste gives me confidence in its cavity protection.,Positive,,
Colgate toothpaste's formula is effective yet gentle enough for daily use.,Positive,,
I've noticed that Colgate toothpaste helps maintain my dental work effectively.,Positive,,
"Colgate toothpaste has a pleasant, subtle scent that enhances the brushing experience.",Positive,,
I'm thankful for how Colgate toothpaste's formula caters to those with braces.,Positive,,
Colgate toothpaste's easy-to-hold tube design is a thoughtful feature.,Positive,,
The refreshing effect of Colgate toothpaste is a great motivator for regular brushing.,Positive,,
Colgate toothpaste's effective cleaning has reduced my visits to the dentist.,Positive,,
The hygienic seal on Colgate toothpaste tubes ensures product safety and quality.,Positive,,
Colgate toothpaste is a good quality product with much to offer. It is particularly useful for fighting bad breath and gum disease.,Positive,,
"Colgate total comes in 4 different versions: Original Care, Pro Gum Health, Charcoal and Whitening. I would recommend staying away from the whitening and charcoal versions of this toothpaste. Colgate total whitening is quite abrasive and Colgate total charcoal deep clean toothpaste does not work. Original care and Pro gum health are great toothpastes.",Positive,,
"The Colgate Optic White toothpaste works. It meets the American Dental Association’s (ADA) criteria for excellent toothpaste, meaning it is efficient, safe, and whitens your teeth gently.",Positive,,
"Based on our research, the Optic White Renewal Toothpaste is Colgate’s best whitening toothpaste. It’s an award-winning toothpaste containing 3% hydrogen peroxide. The formula can remove tough stains while being safe for the enamel due to its fluoride ingredient.",Positive,,
"The plaque pro release toothpaste by Colgate was made to decimate plaque and protect your teeth from bacteria for 24 hours. It’s purpose is to help keep your teeth, gums, and mouth healthy with its unique smart foam formulation.",Positive,,
"Overall I really like the Colgate total pro plaque release as an everyday toothpaste. It uses the premium version of fluoride so you get the anti-cavity, anti-sensitivity, and anti-gingivitis effect. It also encourages me to brush more since it tastes like Mentos to me.",Positive,,
"I’ve yet to see any discolorations on my enamel from using it. Therefore if you’re wondering if I recommend this toothpaste, yes I would. My only real gripe with it is that it does cost more than the original Colgate Total line of toothpastes. Those are also stannous fluoride based.",Positive,,
Colgate toothpaste is a great choice for fighting bad breath and gum disease.,Positive,,
"Colgate total comes in 4 different versions: Original Care, Pro Gum Health, Charcoal and Whitening. I would recommend staying away from the whitening and charcoal versions of this toothpaste.",Positive,,
"Based on our research, the Optic White Renewal Toothpaste is Colgate’s best whitening toothpaste. It’s an award-winning toothpaste containing 3% hydrogen peroxide.",Positive,,
"Overall I really like the Colgate total pro plaque release as an everyday toothpaste. It uses the premium version of fluoride so you get the anti-cavity, anti-sensitivity, and anti-gingivitis effect.",Positive,,
"I’ve yet to see any discolorations on my enamel from using it. Therefore if you’re wondering if I recommend this toothpaste, yes I would. My only real gripe with it is that it does cost more than the original Colgate Total line of toothpastes.",Positive,,
Colgate toothpaste's flavor is too mild and doesn't freshen breath effectively.,Negative,,
The texture of Colgate toothpaste is unpleasantly gritty.,Negative,,
Experienced increased tooth sensitivity with Colgate toothpaste.,Negative,,
Colgate toothpaste's tube design makes it hard to extract all the product.,Negative,,
Found Colgate toothpaste to be ineffective in whitening teeth.,Negative,,
Colgate toothpaste causes an uncomfortable tingling sensation in my mouth.,Negative,,
The mint flavor in Colgate toothpaste is too overpowering.,Negative,,
"Colgate toothpaste leaves a lingering, unpleasant aftertaste.",Negative,,
Haven't noticed any improvement in gum health with Colgate toothpaste.,Negative,,
Colgate toothpaste's formula seems to dry out my mouth.,Negative,,
The foaming of Colgate toothpaste is excessive and messy.,Negative,,
Colgate toothpaste doesn't provide long-lasting freshness as claimed.,Negative,,
Found the packaging of Colgate toothpaste to be non-eco-friendly.,Negative,,
Colgate toothpaste's stain removal power is weaker than expected.,Negative,,
The cap of Colgate toothpaste is difficult to open and close.,Negative,,
"Colgate toothpaste's consistency is too thick, hard to spread evenly.",Negative,,
Colgate toothpaste hasn't helped reduce the frequency of mouth ulcers.,Negative,,
The cleaning effectiveness of Colgate toothpaste is below par.,Negative,,
Colgate toothpaste's strong scent is off-putting.,Negative,,
Experienced a burning sensation in my gums with Colgate toothpaste.,Negative,,
Colgate toothpaste's flavor variety is too limited.,Negative,,
The cavity protection of Colgate toothpaste is not satisfactory.,Negative,,
Found Colgate toothpaste's formula to be abrasive on my enamel.,Negative,,
"Colgate toothpaste leaves residue in the sink, hard to clean.",Negative,,
Colgate toothpaste doesn't seem to combat bacteria effectively.,Negative,,
"The tube of Colgate toothpaste is not user-friendly, hard to handle.",Negative,,
Colgate toothpaste causes discomfort in my teeth during brushing.,Negative,,
The freshness of Colgate toothpaste fades quickly after brushing.,Negative,,
Colgate toothpaste's formula is not suitable for sensitive teeth.,Negative,,
Found the aftertaste of Colgate toothpaste to be particularly bad.,Negative,,
Colgate toothpaste hasn't shown any noticeable benefits in oral health.,Negative,,
The plaque-fighting ability of Colgate toothpaste is underwhelming.,Negative,,
"Colgate toothpaste doesn't foam well, questioning its cleaning efficiency.",Negative,,
The whitening effect promised by Colgate toothpaste is not evident.,Negative,,
Colgate toothpaste's taste is artificial and doesn't feel natural.,Negative,,
Experienced an allergic reaction to Colgate toothpaste's ingredients.,Negative,,
"The texture of Colgate toothpaste is too runny, creating a mess.",Negative,,
Colgate toothpaste's breath-freshening effect is short-lived.,Negative,,
The tube design of Colgate toothpaste leads to wastage.,Negative,,
"Colgate toothpaste doesn't rinse off easily, leaving a film in the mouth.",Negative,,
The chemical smell of Colgate toothpaste is too strong.,Negative,,
Colgate toothpaste caused my gums to bleed after brushing.,Negative,,
The cavity-fighting claim of Colgate toothpaste doesn't hold up.,Negative,,
Colgate toothpaste's effect on reducing tartar buildup is minimal.,Negative,,
Found Colgate toothpaste's texture to be uncomfortably slimy.,Negative,500,
Colgate toothpaste doesn't live up to its claims of long-lasting protection.,Negative,500,
The flavor of Colgate toothpaste fades too quickly during brushing.,Negative,,
Colgate toothpaste's packaging is inconvenient and hard to use.,Negative,,
Didn't notice any significant oral health improvement with Colgate toothpaste.,Negative,,
Colgate toothpaste's abrasive nature is concerning for dental health.,Negative,,
Great for gum health.,Positive,,
Improves teeth whitening.,Positive,,
Provides deep clean.,Positive,,
Long-lasting freshness.,Positive,,
Gentle on gums.,Positive,,
Prevents tartar buildup.,Positive,,
Minty freshness.,Positive,,
Enamel strengthening.,Positive,,
Balanced formula.,Positive,,
Removes stains.,Positive,,
Leaves mouth feeling clean.,Positive,,
Provides fresh breath.,Positive,,
Ideal for sensitive teeth.,Positive,,
Whitening effects noticeable.,Positive,,
Effective in fighting germs.,Positive,,
Provides confidence in oral hygiene.,Positive,,
Protection against tooth decay.,Positive,,
Prevents plaque build-up.,Positive,,
Minty freshness refreshing.,Positive,,
Affordable and offers value.,Positive,,
Variety of flavors available.,Positive,,
Practical and user-friendly packaging.,Positive,,
Strengthens teeth.,Positive,,
Whitening and sensitivity control.,Positive,,
Removes plaque effectively.,Positive,,
Improves oral hygiene.,Positive,,
Leaves mouth feeling hygienic.,Positive,,
Blend of effectiveness and flavor.,Positive,,
Great mint flavor.,Positive,,
Whitening toothpaste works.,Positive,,
Award-winning toothpaste.,Positive,,
Decimates plaque.,Positive,,
Protects teeth from bacteria.,Positive,,
"Helps keep teeth, gums, and mouth healthy.",Positive,,
Uses premium fluoride.,Positive,,
Encourages more brushing.,Positive,,
Discolorations on enamel absent.,Positive,,
Great choice for fighting bad breath.,Positive,,
Great for fighting gum disease.,Positive,,
Great for whitening teeth.,Positive,,
Great for teeth whitening.,Positive,,
Great for deep cleaning.,Positive,,
Great for long-lasting freshness.,Positive,,
Great for gum protection.,Positive,,
Great for preventing tartar buildup.,Positive,,
Great for minty freshness.,Positive,,
Great for enamel strengthening.,Positive,,
Great for balanced formula.,Positive,,
Great for stain removal.,Positive,,
Great for fresh breath.,Positive,,
Great for sensitive teeth.,Positive,,
Great for whitening effects.,Positive,,
Great for fighting germs.,Positive,,
Great for confidence in oral hygiene.,Positive,,
Great for protection against tooth decay.,Positive,,
Great for preventing plaque build-up.,Positive,,
Great for affordability.,Positive,,
Colgate toothpaste doesn't control tartar as effectively as advertised.,Negative,,
Found Colgate toothpaste too harsh for my sensitive mouth.,Negative,,
The taste of Colgate toothpaste is unappealing and lacks freshness.,Negative,,
Colgate toothpaste fails to provide adequate enamel protection.,Negative,,
Noticed no reduction in teeth staining from using Colgate toothpaste.,Negative,,
Colgate toothpaste's mint flavor is too weak to freshen breath.,Negative,,
Experienced gum irritation after using Colgate toothpaste regularly.,Negative,,
"Colgate toothpaste's tube is not practical, hard to squeeze.",Negative,,
The formula of Colgate toothpaste leaves a sticky feeling in my mouth.,Negative,,
"Colgate toothpaste doesn't last long, requiring frequent reapplication.",Negative,,
Didn't see any improvement in overall dental health with Colgate toothpaste.,Negative,,
Colgate toothpaste's whitening promise was not fulfilled in my case.,Negative,,
Found the consistency of Colgate toothpaste either too thick or too thin.,Negative,,
The flavor of Colgate toothpaste doesn't appeal to me at all.,Negative,,
Terrible taste ⋅ Extremely dry mouth,Negative,,
"Very strong smell, i donot like it",Negative,,
Not my type,Negative,,
I prefer sensodyne.,Negative,,
"It has no effect on my teeth, it only worsens",Negative,,
Colgate toothpaste's effect on bad breath is minimal.,Negative,,
Found Colgate toothpaste ineffective against plaque buildup.,Negative,,
"Colgate toothpaste's taste fades quickly, doesn't last.",Negative,,
The formula of Colgate toothpaste irritates my mouth.,Negative,,
Colgate doesn't clean teeth as thoroughly as expected.,Negative,,
Experienced dry mouth after using Colgate toothpaste.,Negative,,
Colgate toothpaste's texture is unappealingly gritty.,Negative,,
The scent of Colgate toothpaste is too chemical-like.,Negative,,
Colgate toothpaste causes discomfort to my gums.,Negative,,
The whitening effect of Colgate is barely noticeable.,Negative,,
Colgate toothpaste's packaging is difficult to handle.,Negative,,
Colgate doesn't remove coffee stains effectively.,Negative,,
The mint of Colgate toothpaste is too subtle.,Negative,,
Colgate toothpaste's foaming is excessive and messy.,Negative,,
Colgate toothpaste leaves teeth feeling unclean.,Negative,,
The aftertaste of Colgate toothpaste is unpleasant.,Negative,,
Colgate toothpaste doesn't improve teeth's whiteness.,Negative,,
Colgate toothpaste's cavity protection is inadequate.,Negative,,
Found Colgate toothpaste's formula too abrasive.,Negative,,
Colgate toothpaste's freshness is disappointingly brief.,Negative,,
Colgate toothpaste caused increased teeth sensitivity.,Negative,,
The flavor of Colgate toothpaste is not refreshing.,Negative,,
Colgate toothpaste's residue is hard to rinse off.,Negative,,
Colgate toothpaste doesn't meet its anti-cavity claims.,Negative,,
The texture of Colgate toothpaste is uncomfortably thick.,Negative,,
Colgate toothpaste's breath-freshening effect is weak.,Negative,,
Colgate toothpaste doesn't reduce tartar as claimed.,Negative,,
Found Colgate toothpaste too harsh on my teeth.,Negative,,
Colgate toothpaste fails to deliver long-lasting cleanliness.,Negative,,
The effectiveness of Colgate toothpaste is subpar.,Negative,,
"The effect of colgate has reduced over the years, the product has worsened",Negative,,
"Since adopting Colgate for my dental regimen, I've observed a marked enhancement in my dental health. Cavities are a thing of the past, and my breath stays fresher.",Positive,,
The brightening capabilities of Colgate's toothpaste are truly outstanding. Visible changes appeared in just weeks!,Positive,,
I'm grateful for Colgate's soft formulation. It's effective in cleaning while being gentle on my sensitive oral tissues.,Positive,,
"The enduring freshness Colgate offers is second to none. My breath remains fresh throughout the day, a major advantage.",Positive,,
"This toothpaste has revolutionized my oral care - delightful taste, exceptional cleaning power, and alleviates sensitivity.",Positive,,
"For our family's dental hygiene, Colgate is our go-to brand. It's dependable, efficient, and suits people of all ages.",Positive,,
The texture and formulation of Colgate toothpaste strike the perfect balance. It cleans deeply without being too harsh.,Positive,,
The design of Colgate's packaging makes it stand out for its simplicity and functionality. The flip-top cap is a thoughtful addition.,Positive,,
Colgate toothpaste stands out as an excellent investment. It offers high-quality care at an affordable price.,Positive,,
My transition to Colgate has significantly boosted my oral wellness. Zero cavities and my breath is consistently fresh.,Positive,,
Witnessing the whitening prowess of Colgate toothpaste firsthand has been remarkable. The results are swift and striking.,Positive,,
"Colgate's formula is a relief for those with sensitive mouths, offering powerful cleaning without discomfort.",Positive,,
"The freshness Colgate toothpaste provides lasts all through the day, enhancing my confidence.",Positive,,
"Transformative in its approach, this toothpaste delivers on flavor, cleanliness, and sensitivity relief.",Positive,,
"Colgate remains the trusted choice for our household's oral health, appealing to diverse age groups with its efficacy.",Positive,,
The consistency and feel of Colgate toothpaste are ideally balanced for thorough yet gentle cleaning.,Positive,,
"The practicality of Colgate's toothpaste packaging, especially the flip-top cap, is a minor yet appreciated feature.",Positive,,
"For the quality it delivers, Colgate toothpaste is a bargain, blending premium care with economic value.",Positive,,
"Embracing Colgate has been a revelation for my teeth's health, eradicating cavities and ensuring long-lasting freshness.",Positive,,
"The tooth whitening effect achieved with Colgate is impressive, bringing about rapid and noticeable improvements.",Positive,,
Colgate toothpaste lacks in providing sufficient protection for tooth enamel.,Negative,,
I've noticed no decrease in teeth discoloration despite using Colgate toothpaste.,Negative,,
The mint flavor of Colgate toothpaste is too mild to effectively freshen breath.,Negative,,
Regular use of Colgate toothpaste has led to irritation in my gums.,Negative,,
The design of the Colgate toothpaste tube makes it difficult to extract the product.,Negative,,
Using Colgate toothpaste leaves an unpleasant sticky residue in my mouth.,Negative,,
"Colgate toothpaste depletes quickly, necessitating constant replacement.",Negative,,
There was no noticeable enhancement in my dental health after using Colgate toothpaste.,Negative,,
The whitening effects promised by Colgate toothpaste did not materialize for me.,Negative,,
"Colgate toothpaste's texture is inconsistent, sometimes too viscous or too fluid.",Negative,,
The taste of Colgate toothpaste is unappealing to me.,Negative,,
Colgate toothpaste leaves my mouth feeling extremely dry and tastes awful.,Negative,,
The overpowering scent of Colgate toothpaste is off-putting.,Negative,,
Colgate toothpaste doesn't suit my preferences for dental care.,Negative,,
I find Sensodyne to be a better option compared to Colgate toothpaste.,Negative,,
"Colgate toothpaste failed to make any positive impact on my dental condition, only causing further issues.",Negative,,
The effectiveness of Colgate toothpaste on combating bad breath is negligible.,Negative,,
Colgate toothpaste proved ineffective in preventing plaque accumulation.,Negative,,
"The flavor of Colgate toothpaste dissipates too quickly, offering no lasting freshness.",Negative,,
My mouth feels irritated by the formula used in Colgate toothpaste.,Negative,,
"Promotes exceptional gum health, making it a top choice for dental care.",Positive,,
"Significantly enhances teeth whitening, offering a brighter smile with continued use.",Positive,,
Delivers a deep clean that reaches every corner of your mouth.,Positive,,
"Offers freshness that lasts all day, keeping your breath minty fresh.",Positive,,
"Specifically formulated to be gentle on gums, avoiding irritation effectively.",Positive,,
"Effectively prevents tartar buildup, ensuring your teeth stay cleaner, longer.",Positive,,
Provides a burst of minty freshness that invigorates your oral hygiene routine.,Positive,,
"Strengthens enamel, providing a solid defense against cavities and decay.",Positive,,
Features a balanced formula that cleans without harsh chemicals.,Positive,,
"Efficiently removes stains, restoring the natural whiteness of your teeth.",Positive,,
Leaves your mouth feeling exceptionally clean after every brush.,Positive,,
"Ensures your breath stays fresh throughout the day, boosting confidence.",Positive,,
"Ideal for those with sensitive teeth, offering relief and protection.",Positive,,
"The whitening effects are noticeable, giving you visibly brighter teeth.",Positive,,
"Proven effective in fighting germs, ensuring your mouth stays healthy.",Positive,,
Boosts confidence in oral hygiene with its comprehensive cleaning action.,Positive,,
"Offers protection against tooth decay, keeping your teeth strong and healthy.",Positive,,
Prevents plaque build-up with its advanced cleaning technology.,Positive,,
"The minty freshness is especially refreshing, elevating the brushing experience.",Positive,,
"Affordable and offers great value, making it accessible to everyone.",Positive,,
"Comes in a variety of flavors, catering to all preferences.",Positive,,
"Features practical and user-friendly packaging, making it easy to use every day.",Positive,,
"Strengthens teeth with its mineral-rich formula, promoting dental health.",Positive,,
Balances whitening and sensitivity control for a comfortable brushing experience.,Positive,,
"Removes plaque effectively, ensuring your teeth and gums remain healthy.",Positive,,
"Improves overall oral hygiene, leaving your mouth feeling fresh and clean.",Positive,,
Leaves your mouth feeling hygienic and refreshed after each use.,Positive,,
A perfect blend of effectiveness and flavor for an enjoyable brushing experience.,Positive,,
Offers a great mint flavor that makes brushing a pleasure.,Positive,,
"The whitening toothpaste works wonders, proving its effectiveness with every use.",Positive,,
"I experienced visible whitening results, debunking any skepticism about Colgate's efficacy.",Positive,,
"Colgate toothpaste has significantly reduced my teeth sensitivity, enhancing comfort.",Positive,,
The natural and authentic flavor of Colgate toothpaste offers a genuinely clean feeling.,Positive,,
Colgate toothpaste's long-lasting formula keeps my breath fresh for hours.,Positive,,
"Colgate ensures my mouth stays hydrated, perfectly balancing moisture.",Positive,,
The gentle foaming action of Colgate toothpaste makes brushing a smooth experience.,Positive,,
"Impressed by Colgate's effective cavity protection, showcasing its reliability.",Positive,,
"Colgate's ideal consistency makes it easy to apply, ensuring a pleasant brushing routine.",Positive,,
Noticed a remarkable improvement in oral health since switching to Colgate.,Positive,,
The fresh minty scent of Colgate toothpaste is invigorating and enjoyable.,Positive,,
"Colgate toothpaste effectively removes stains, leaving my teeth bright and radiant.",Positive,,
Colgate's gentle formula protects enamel while thoroughly cleaning.,Positive,,
The mild taste of Colgate toothpaste is perfect for sensitive palates.,Positive,,
Colgate toothpaste ensures my breath stays fresh throughout the day.,Positive,,
"No allergic reactions with Colgate toothpaste, just smooth and soothing cleanliness.",Positive,,
"Colgate's formula is a boon for sensitive teeth, offering relief and protection.",Positive,,
"Colgate toothpaste's freshness lasts impressively long, exceeding expectations.",Positive,,
Colgate toothpaste stands out as superior in performance among competitors.,Positive,,
"Leaves no residue, making my mouth feel impeccably clean after brushing.",Positive,,
Colgate's packaging design is brilliantly effective for optimal toothpaste utilization.,Positive,,
"Achieved dazzling whitening results, thanks to Colgate's proven formula.",Positive,,
Colgate toothpaste's flavor enhances the natural freshness of my breath.,Positive,,
"Enjoy prolonged freshness without needing to reapply, courtesy of Colgate.",Positive,,
"Colgate promotes optimal mouth hydration, countering dryness effectively.",Positive,,
"Appreciate the non-irritating, foam-rich brushing experience Colgate offers.",Positive,,
"Colgate excels in providing dependable cavity defense, ensuring dental health.",Positive,,
The consistency of Colgate toothpaste is just right for everyday use.,Positive,,
"Colgate toothpaste's minty aroma is refreshing, making brushing a delight.",Positive,,
"Found Colgate toothpaste gentle yet effective in stain removal, brightening my smile.",Positive,,
Causes mouth burning.,Negative,,
Too medicinal scent.,Negative,,
Ineffective on plaque.,Negative,,
Poor on sensitivity.,Negative,,
Freshness fades quickly.,Negative,,
No oral health impact.,Negative,,
Packaging inconvenient.,Negative,,
Increased mouth ulcers.,Negative,,
Leaves unclean residue.,Negative,,
Flavor too bland.,Negative,,
Overly foamy.,Negative,,
Slight burning sensation.,Negative,,
Medicinal taste disliked.,Negative,,
Plaque remains.,Negative,,
Not for sensitive teeth.,Negative,,
Short-lived freshness.,Negative,,
No significant improvement.,Negative,,
Hard to dispense.,Negative,,
Causes ulcers.,Negative,,
Unliked bland taste.,Negative,,
Plaque control lacking.,Negative,,
Cleaning not gentle enough.,Negative,,
Mint flavor too overpowering.,Negative,,
Cavity protection falls short.,Negative,,
Teeth not noticeably brighter.,Negative,,
Taste leaves mouth dry.,Negative,,
Ineffective against bad breath.,Negative,,
Texture too rough for brushing.,Negative,,
Lacks expected oral care benefits.,Negative,,
Oral hygiene results disappointing.,Negative,,
Breath freshness doesn't last.,Negative,,
Fluoride causes increased sensitivity.,Negative,,
Quality and effectiveness inconsistent.,Negative,,
Fresh feeling fades quickly.,Negative,,
Fails to prevent cavities.,Negative,,
Other brands clean better.,Negative,,
Whitening results underwhelming.,Negative,,
Not suitable for sensitive teeth.,Negative,,
Gentle formula lacks efficacy.,Negative,,
Long-lasting freshness missing.,Negative,,
Dental care effectiveness doubted.,Negative,,
Freshness and cleaning inadequate.,Negative,,
Whitening and protection insufficient.,Negative,,
Colgate enhances enamel protection significantly.,Positive,,
Teeth discoloration visibly reduced with Colgate.,Positive,,
Mild mint flavor freshens breath effectively.,Positive,,
Colgate soothes gums with regular use.,Positive,,
Tube design ensures easy Colgate dispensing.,Positive,,
"Leaves mouth feeling clean, not sticky.",Positive,,
"Long-lasting Colgate tube, great value.",Positive,,
Dental health improved after using Colgate.,Positive,,
Whitening effects achieved with Colgate.,Positive,,
"Consistent, perfect texture in every use.",Positive,,
Flavor appeals to a wide audience.,Positive,,
Colgate leaves mouth refreshingly hydrated.,Positive,,
Scent enhances the brushing experience.,Positive,,
Ideal for comprehensive dental care.,Positive,,
Prefers Colgate for superior dental health.,Positive,,
Colgate made significant positive dental impact.,Positive,,
Effectively combats bad breath all day.,Positive,,
Prevents plaque buildup with daily use.,Positive,,
"Flavor lasts, ensuring long-lasting freshness.",Positive,,
Formula gently cares for mouth and teeth.,Positive,,
Insufficient enamel protection from Colgate.,Negative,,
No improvement in teeth's color noted.,Negative,,
Breath freshness not lasting with Colgate.,Negative,,
Gums irritated after Colgate use.,Negative,,
Tube design complicates Colgate extraction.,Negative,,
Unpleasant residue left by Colgate.,Negative,,
Colgate runs out too quickly.,Negative,,
Dental health unchanged by Colgate.,Negative,,
Whitening promises unfulfilled by Colgate.,Negative,,
Texture too inconsistent for liking.,Negative,,
Taste not meeting expectations.,Negative,,
"Causes dryness, lacks flavor quality.",Negative,,
"Scent too strong, not refreshing.",Negative,,
Does not fit dental care needs.,Negative,,
Sensodyne preferred over Colgate.,Negative,,
"No dental improvement, issues arose.",Negative,,
Minimal bad breath control.,Negative,,
Ineffective against plaque.,Negative,,
Flavor fades too swiftly.,Negative,,
Mouth irritation from formula.,Negative,,
Praising Colgate's sustainable packaging efforts.,Positive,,
Loves the wide range of flavors.,Positive,,
Kid-friendly toothpaste encourages brushing habits.,Positive,,
Tube design makes application effortless.,Positive,,
Value packs offer great savings.,Positive,,
Sensitive formula reduces discomfort significantly.,Positive,,
Appreciates natural ingredients in toothpaste.,Positive,,
Travel-sized options are incredibly convenient.,Positive,,
Colgate promotes oral health education well.,Positive,,
Innovative toothpaste features impress me.,Positive,,
Recyclable packaging shows environmental responsibility.,Positive,,
Flavors cater to every family member.,Positive,,
Children love brushing with fun flavors.,Positive,,
Easy-to-use cap prevents messes.,Positive,,
Bulk packs are perfect for families.,Positive,,
No pain with sensitive teeth formula.,Positive,,
Organic ingredients for health-conscious users.,Positive,,
Small tubes perfect for travel bags.,Positive,,
Educational packaging promotes dental hygiene.,Positive,,
Color-changing toothpaste entertains kids.,Positive,,
Eco-friendly approach wins my approval.,Positive,,
Variety ensures everyone's satisfaction.,Positive,,
Makes dental care fun for kids.,Positive,,
"Simple dispensing, even for kids.",Positive,,
Cost-effective dental care solution.,Positive,,
Gentle on sensitive gums and teeth.,Positive,,
Supports a chemical-free lifestyle.,Positive,,
Handy for vacations and trips.,Positive,,
Advocates for better brushing habits.,Positive,,
Dental issues highlighted innovatively.,Positive,,
Packaging easy on the planet.,Positive,,
Exotic flavors refresh the palate.,Positive,,
Tailored for young brushers' needs.,Positive,,
Hassle-free tube design appreciated.,Positive,,
Appreciates the economic value packs.,Positive,,
Formula perfectly soothes sensitivities.,Positive,,
Cheers to all-natural toothpaste ingredients.,Positive,,
Travel-size fits any pocket.,Positive,,
Committed to educating on oral care.,Positive,,
Unique toothpaste technology captivates.,Positive,,
Sustainable toothpaste choice matters.,Positive,,
Flavor diversity enhances brushing experience.,Positive,,
Kid-approved toothpaste variants.,Positive,,
"Effortless squeezing, down to last drop.",Positive,,
"Savings on dental care, thanks Colgate.",Positive,,
Sensitivity relief in a tube.,Positive,,
Trusting Colgate's organic ingredient lineup.,Positive,,
"Mini tubes, major convenience.",Positive,,
"Oral health awareness, well-done Colgate.",Positive,,
Innovative brushing solutions appreciated.,Positive,,
Dislikes artificial ingredients in toothpaste formula.,Negative,,
Negative impact on environment with packaging.,Negative,,
Toothpaste overpriced for its offered benefits.,Negative,,
Struggles finding favorite flavors in stores.,Negative,,
Marketing promises don’t match actual results.,Negative,,
Toothpaste reacts poorly with dental work.,Negative,,
Suffered allergic reactions to undisclosed ingredients.,Negative,,
Toothpaste flavor either too strong or faint.,Negative,,
"Leaves unpleasant residue, requires extra rinsing.",Negative,,
"Alters taste sensation, affects food enjoyment.",Negative,,
Artificial colors raise health and safety concerns.,Negative,,
Non-recyclable packaging disappoints eco-conscious consumers.,Negative,,
Cost doesn't align with product quality.,Negative,,
